"affy_hg_u133_plus_2","ensembl_gene_id","gene_biotype","external_gene_name","p_value"
"202373_s_at","ENSG00000118873","protein_coding","RAB3GAP2",NA
"204385_at","ENSG00000115919","protein_coding","KYNU",NA
"203794_at","ENSG00000143776","protein_coding","CDC42BPA",NA
"204337_at","ENSG00000117152","protein_coding","RGS4",NA
"204339_s_at","ENSG00000117152","protein_coding","RGS4",NA
"204338_s_at","ENSG00000117152","protein_coding","RGS4",NA
"201920_at","ENSG00000144136","protein_coding","SLC20A1",NA
"201449_at","ENSG00000116001","protein_coding","TIA1",NA
"201446_s_at","ENSG00000116001","protein_coding","TIA1",NA
"201448_at","ENSG00000116001","protein_coding","TIA1",NA
"201447_at","ENSG00000116001","protein_coding","TIA1",NA
"201450_s_at","ENSG00000116001","protein_coding","TIA1",NA
"203803_at","ENSG00000116005","protein_coding","PCYOX1",NA
"203217_s_at","ENSG00000115525","protein_coding","ST3GAL5",NA
"203781_at","ENSG00000243147","protein_coding","MRPL33",NA
"202743_at","ENSG00000117461","protein_coding","PIK3R3",NA
"204558_at","ENSG00000085999","protein_coding","RAD54L",NA
"203840_at","ENSG00000117475","protein_coding","BLZF1",NA
"201839_s_at","ENSG00000119888","protein_coding","EPCAM",NA
"204713_s_at","ENSG00000198734","protein_coding","F5",NA
"204714_s_at","ENSG00000198734","protein_coding","F5",NA
"203561_at","ENSG00000244682","protein_coding","FCGR2C",NA
"202646_s_at","ENSG00000009307","protein_coding","CSDE1",NA
"203068_at","ENSG00000162413","protein_coding","KLHL21",NA
"202263_at","ENSG00000159348","protein_coding","CYB5R1",NA
"201862_s_at","ENSG00000124831","protein_coding","LRRFIP1",NA
"201861_s_at","ENSG00000124831","protein_coding","LRRFIP1",NA
"200887_s_at","ENSG00000115415","protein_coding","STAT1",NA
"202139_at","ENSG00000053371","protein_coding","AKR7A2",NA
"204478_s_at","ENSG00000183155","protein_coding","RABIF",NA
"204477_at","ENSG00000183155","protein_coding","RABIF",NA
"203155_at","ENSG00000143379","protein_coding","SETDB1",NA
"203056_s_at","ENSG00000116731","protein_coding","PRDM2",NA
"203057_s_at","ENSG00000116731","protein_coding","PRDM2",NA
"200943_at","ENSG00000235734","processed_pseudogene","HMGN1P36",NA
"200944_s_at","ENSG00000235734","processed_pseudogene","HMGN1P36",NA
"202665_s_at","ENSG00000115935","protein_coding","WIPF1",NA
"202664_at","ENSG00000115935","protein_coding","WIPF1",NA
"202663_at","ENSG00000115935","protein_coding","WIPF1",NA
"200672_x_at","ENSG00000115306","protein_coding","SPTBN1",NA
"200671_s_at","ENSG00000115306","protein_coding","SPTBN1",NA
"201793_x_at","ENSG00000116698","protein_coding","SMG7",NA
"201794_s_at","ENSG00000116698","protein_coding","SMG7",NA
"202178_at","ENSG00000067606","protein_coding","PRKCZ",NA
"204364_s_at","ENSG00000068615","protein_coding","REEP1",NA
"204365_s_at","ENSG00000068615","protein_coding","REEP1",NA
"202636_at","ENSG00000239305","protein_coding","RNF103",NA
"202755_s_at","ENSG00000063660","protein_coding","GPC1",NA
"202756_s_at","ENSG00000063660","protein_coding","GPC1",NA
"203708_at","ENSG00000184588","protein_coding","PDE4B",NA
"204484_at","ENSG00000133056","protein_coding","PIK3C2B",NA
"202261_at","ENSG00000163159","protein_coding","VPS72",NA
"203337_x_at","ENSG00000119185","protein_coding","ITGB1BP1",NA
"203336_s_at","ENSG00000119185","protein_coding","ITGB1BP1",NA
"201420_s_at","ENSG00000243960","lncRNA","",NA
"201420_s_at","ENSG00000116455","protein_coding","WDR77",NA
"201421_s_at","ENSG00000116455","protein_coding","WDR77",NA
"202362_at","ENSG00000116473","protein_coding","RAP1A",NA
"200693_at","ENSG00000134308","protein_coding","YWHAQ",NA
"201243_s_at","ENSG00000143153","protein_coding","ATP1B1",NA
"201242_s_at","ENSG00000143153","protein_coding","ATP1B1",NA
"200902_at","ENSG00000183291","protein_coding","SELENOF",NA
"203285_s_at","ENSG00000153936","protein_coding","HS2ST1",NA
"203283_s_at","ENSG00000153936","protein_coding","HS2ST1",NA
"203284_s_at","ENSG00000153936","protein_coding","HS2ST1",NA
"204066_s_at","ENSG00000157985","protein_coding","AGAP1",NA
"204035_at","ENSG00000171951","protein_coding","SCG2",NA
"201711_x_at","ENSG00000187627","protein_coding","RGPD1",NA
"203402_at","ENSG00000069424","protein_coding","KCNAB2",NA
"201146_at","ENSG00000116044","protein_coding","NFE2L2",NA
"200790_at","ENSG00000115758","protein_coding","ODC1",NA
"204237_at","ENSG00000144366","protein_coding","GULP1",NA
"204235_s_at","ENSG00000144366","protein_coding","GULP1",NA
"202337_at","ENSG00000160783","protein_coding","PMF1",NA
"202911_at","ENSG00000116062","protein_coding","MSH6",NA
"202215_s_at","ENSG00000066136","protein_coding","NFYC",NA
"202216_x_at","ENSG00000066136","protein_coding","NFYC",NA
"202926_at","ENSG00000151779","protein_coding","NBAS",NA
"200686_s_at","ENSG00000116754","protein_coding","SRSF11",NA
"200685_at","ENSG00000116754","protein_coding","SRSF11",NA
"204621_s_at","ENSG00000153234","protein_coding","NR4A2",NA
"204622_x_at","ENSG00000153234","protein_coding","NR4A2",NA
"204137_at","ENSG00000077585","protein_coding","GPR137B",NA
"200802_at","ENSG00000031698","protein_coding","SARS1",NA
"204029_at","ENSG00000143126","protein_coding","CELSR2",NA
"200080_s_at","ENSG00000290018","lncRNA","",NA
"201896_s_at","ENSG00000134222","protein_coding","PSRC1",NA
"201274_at","ENSG00000143106","protein_coding","PSMA5",NA
"202953_at","ENSG00000173369","protein_coding","C1QB",NA
"201593_s_at","ENSG00000065548","protein_coding","ZC3H15",NA
"201595_s_at","ENSG00000065548","protein_coding","ZC3H15",NA
"201407_s_at","ENSG00000213639","protein_coding","PPP1CB",NA
"201409_s_at","ENSG00000213639","protein_coding","PPP1CB",NA
"201408_at","ENSG00000213639","protein_coding","PPP1CB",NA
"202597_at","ENSG00000117595","protein_coding","IRF6",NA
"204699_s_at","ENSG00000117597","protein_coding","UTP25",NA
"204700_x_at","ENSG00000117597","protein_coding","UTP25",NA
"202249_s_at","ENSG00000132716","protein_coding","DCAF8",NA
"202250_s_at","ENSG00000132716","protein_coding","DCAF8",NA
"202250_s_at","ENSG00000258465","protein_coding","",NA
"202249_s_at","ENSG00000258465","protein_coding","",NA
"201707_at","ENSG00000162735","protein_coding","PEX19",NA
"201706_s_at","ENSG00000162735","protein_coding","PEX19",NA
"202322_s_at","ENSG00000152904","protein_coding","GGPS1",NA
"202321_at","ENSG00000152904","protein_coding","GGPS1",NA
"203715_at","ENSG00000285053","protein_coding","TBCE",NA
"203714_s_at","ENSG00000285053","protein_coding","TBCE",NA
"201996_s_at","ENSG00000065526","protein_coding","SPEN",NA
"201997_s_at","ENSG00000065526","protein_coding","SPEN",NA
"201103_x_at","ENSG00000142794","protein_coding","NBPF3",NA
"203911_at","ENSG00000076864","protein_coding","RAP1GAP",NA
"201585_s_at","ENSG00000116560","protein_coding","SFPQ",NA
"201586_s_at","ENSG00000116560","protein_coding","SFPQ",NA
"202494_at","ENSG00000084072","protein_coding","PPIE",NA
"202233_s_at","ENSG00000233954","protein_coding","UQCRHL",NA
"200594_x_at","ENSG00000153187","protein_coding","HNRNPU",NA
"200593_s_at","ENSG00000153187","protein_coding","HNRNPU",NA
"202613_at","ENSG00000171793","protein_coding","CTPS1",NA
"202834_at","ENSG00000135744","protein_coding","AGT",NA
"201378_s_at","ENSG00000143569","protein_coding","UBAP2L",NA
"201377_at","ENSG00000143569","protein_coding","UBAP2L",NA
"204890_s_at","ENSG00000182866","protein_coding","LCK",NA
"204891_s_at","ENSG00000182866","protein_coding","LCK",NA
"202481_at","ENSG00000162496","protein_coding","DHRS3",NA
"203518_at","ENSG00000143669","protein_coding","LYST",NA
"202287_s_at","ENSG00000184292","protein_coding","TACSTD2",NA
"202286_s_at","ENSG00000184292","protein_coding","TACSTD2",NA
"203019_x_at","ENSG00000117155","protein_coding","SSX2IP",NA
"203016_s_at","ENSG00000117155","protein_coding","SSX2IP",NA
"203015_s_at","ENSG00000117155","protein_coding","SSX2IP",NA
"203017_s_at","ENSG00000117155","protein_coding","SSX2IP",NA
"203018_s_at","ENSG00000117155","protein_coding","SSX2IP",NA
"201249_at","ENSG00000117394","protein_coding","SLC2A1",NA
"201250_s_at","ENSG00000117394","protein_coding","SLC2A1",NA
"203120_at","ENSG00000143514","protein_coding","TP53BP2",NA
"202388_at","ENSG00000116741","protein_coding","RGS2",NA
"201145_at","ENSG00000143575","protein_coding","HAX1",NA
"203725_at","ENSG00000116717","protein_coding","GADD45A",NA
"203535_at","ENSG00000163220","protein_coding","S100A9",NA
"202917_s_at","ENSG00000143546","protein_coding","S100A8",NA
"201103_x_at","ENSG00000270231","protein_coding","NBPF8",NA
"201104_x_at","ENSG00000270231","protein_coding","NBPF8",NA
"202251_at","ENSG00000117360","protein_coding","PRPF3",NA
"203230_at","ENSG00000107404","protein_coding","DVL1",NA
"202502_at","ENSG00000117054","protein_coding","ACADM",NA
"201561_s_at","ENSG00000171603","protein_coding","CLSTN1",NA
"203081_at","ENSG00000178585","protein_coding","CTNNBIP1",NA
"203879_at","ENSG00000171608","protein_coding","PIK3CD",NA
"201103_x_at","ENSG00000269713","protein_coding","NBPF9",NA
"201104_x_at","ENSG00000269713","protein_coding","NBPF9",NA
"201103_x_at","ENSG00000272150","transcribed_unprocessed_pseudogene","NBPF25P",NA
"201104_x_at","ENSG00000272150","transcribed_unprocessed_pseudogene","NBPF25P",NA
"201103_x_at","ENSG00000162825","protein_coding","NBPF20",NA
"201104_x_at","ENSG00000162825","protein_coding","NBPF20",NA
"201103_x_at","ENSG00000268043","protein_coding","NBPF12",NA
"201104_x_at","ENSG00000268043","protein_coding","NBPF12",NA
"201336_at","ENSG00000049245","protein_coding","VAMP3",NA
"201337_s_at","ENSG00000049245","protein_coding","VAMP3",NA
"200006_at","ENSG00000116288","protein_coding","PARK7",NA
"203591_s_at","ENSG00000119535","protein_coding","CSF3R",NA
"203561_at","ENSG00000289273","lncRNA","",NA
"203561_at","ENSG00000143226","protein_coding","FCGR2A",NA
"204514_at","ENSG00000132768","protein_coding","DPH2",NA
"201648_at","ENSG00000162434","protein_coding","JAK1",NA
"204006_s_at","ENSG00000203747","protein_coding","FCGR3A",NA
"204006_s_at","ENSG00000289768","protein_coding","",NA
"204007_at","ENSG00000162747","protein_coding","FCGR3B",NA
"204006_s_at","ENSG00000162747","protein_coding","FCGR3B",NA
"201926_s_at","ENSG00000196352","protein_coding","CD55",NA
"201925_s_at","ENSG00000196352","protein_coding","CD55",NA
"200065_s_at","ENSG00000143761","protein_coding","ARF1",NA
"203649_s_at","ENSG00000188257","protein_coding","PLA2G2A",NA
"201103_x_at","ENSG00000270629","protein_coding","NBPF14",NA
"201104_x_at","ENSG00000270629","protein_coding","NBPF14",NA
"201200_at","ENSG00000143162","protein_coding","CREG1",NA
"202288_at","ENSG00000198793","protein_coding","MTOR",NA
"202964_s_at","ENSG00000143390","protein_coding","RFX5",NA
"202963_at","ENSG00000143390","protein_coding","RFX5",NA
"202244_at","ENSG00000159377","protein_coding","PSMB4",NA
"202243_s_at","ENSG00000159377","protein_coding","PSMB4",NA
"203379_at","ENSG00000117676","protein_coding","RPS6KA1",NA
"208122_x_at","ENSG00000278306","protein_coding","KIR2DS3",NA
"207314_x_at","ENSG00000275511","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000275511","protein_coding","KIR3DL2",NA
"207314_x_at","ENSG00000276424","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000276424","protein_coding","KIR3DL2",NA
"207674_at","ENSG00000276858","protein_coding","FCAR",NA
"206563_s_at","ENSG00000277044","protein_coding","OPRL1",NA
"206564_at","ENSG00000277044","protein_coding","OPRL1",NA
"207314_x_at","ENSG00000274722","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000274722","protein_coding","KIR3DL2",NA
"207674_at","ENSG00000273738","protein_coding","FCAR",NA
"207674_at","ENSG00000276985","protein_coding","FCAR",NA
"207314_x_at","ENSG00000278403","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000278403","protein_coding","KIR3DL2",NA
"207314_x_at","ENSG00000276004","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000276004","protein_coding","KIR3DL2",NA
"207314_x_at","ENSG00000278726","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000278726","protein_coding","KIR3DL2",NA
"207674_at","ENSG00000275269","protein_coding","FCAR",NA
"207314_x_at","ENSG00000278361","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000278361","protein_coding","KIR3DL2",NA
"208122_x_at","ENSG00000277163","protein_coding","KIR2DS3",NA
"207314_x_at","ENSG00000278710","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000278710","protein_coding","KIR3DL2",NA
"207314_x_at","ENSG00000278442","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000278442","protein_coding","KIR3DL2",NA
"207314_x_at","ENSG00000278850","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000278850","protein_coding","KIR3DL2",NA
"207674_at","ENSG00000275970","protein_coding","FCAR",NA
"207314_x_at","ENSG00000278474","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000278474","protein_coding","KIR3DL2",NA
"207314_x_at","ENSG00000275626","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000275626","protein_coding","KIR3DL2",NA
"207674_at","ENSG00000275136","protein_coding","FCAR",NA
"206572_x_at","ENSG00000278091","protein_coding","ZNF85",NA
"207314_x_at","ENSG00000275262","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000275262","protein_coding","KIR3DL2",NA
"207314_x_at","ENSG00000275629","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000275629","protein_coding","KIR3DL2",NA
"207314_x_at","ENSG00000275416","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000275416","protein_coding","KIR3DL2",NA
"207314_x_at","ENSG00000276882","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000276882","protein_coding","KIR3DL2",NA
"207314_x_at","ENSG00000278758","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000278758","protein_coding","KIR3DL2",NA
"207314_x_at","ENSG00000278809","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000278809","protein_coding","KIR3DL2",NA
"207314_x_at","ENSG00000277982","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000277982","protein_coding","KIR3DL2",NA
"208288_at","ENSG00000276582","protein_coding","ABCB11",NA
"208024_s_at","ENSG00000278817","protein_coding","",NA
"206632_s_at","ENSG00000262156","protein_coding","APOBEC3A",NA
"207314_x_at","ENSG00000276357","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000276357","protein_coding","KIR3DL2",NA
"207811_at","ENSG00000263243","protein_coding","KRT12",NA
"206695_x_at","ENSG00000279566","protein_coding","ZNF43",NA
"207314_x_at","ENSG00000275083","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000275083","protein_coding","KIR3DL2",NA
"207752_x_at","ENSG00000275517","protein_coding","PRB1",NA
"207392_x_at","ENSG00000277132","protein_coding","UGT2B15",NA
"206374_at","ENSG00000278165","protein_coding","DUSP8",NA
"207498_s_at","ENSG00000263181","protein_coding","CYP2D7",NA
"206374_at","ENSG00000273793","protein_coding","DUSP8",NA
"206050_s_at","ENSG00000276230","protein_coding","RNH1",NA
"207498_s_at","ENSG00000272532","protein_coding","CYP2D6",NA
"209179_s_at","ENSG00000277025","protein_coding","MBOAT7",NA
"208215_x_at","ENSG00000276825","protein_coding","DRD4",NA
"209407_s_at","ENSG00000282712","protein_coding","DEAF1",NA
"207314_x_at","ENSG00000275838","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000275838","protein_coding","KIR3DL2",NA
"207498_s_at","ENSG00000272000","protein_coding","",NA
"208436_s_at","ENSG00000276561","protein_coding","IRF7",NA
"207860_at","ENSG00000277629","protein_coding","NCR1",NA
"207858_s_at","ENSG00000262785","protein_coding","PKLR",NA
"208071_s_at","ENSG00000276163","protein_coding","LAIR1",NA
"207860_at","ENSG00000277824","protein_coding","NCR1",NA
"209093_s_at","ENSG00000263231","unprocessed_pseudogene","",NA
"209093_s_at","ENSG00000262446","protein_coding","GBA",NA
"207857_at","ENSG00000278634","protein_coding","LILRA2",NA
"209179_s_at","ENSG00000277733","protein_coding","MBOAT7",NA
"205905_s_at","ENSG00000231179","protein_coding","MICB",NA
"206247_at","ENSG00000231179","protein_coding","MICB",NA
"207356_at","ENSG00000275444","protein_coding","DEFB4B",NA
"207104_x_at","ENSG00000277807","protein_coding","LILRB1",NA
"209179_s_at","ENSG00000277923","protein_coding","MBOAT7",NA
"207498_s_at","ENSG00000278088","protein_coding","CYP2D7",NA
"207313_x_at","ENSG00000278656","protein_coding","KIR3DL2",NA
"207271_x_at","ENSG00000274405","protein_coding","SPAG11B",NA
"207113_s_at","ENSG00000228978","protein_coding","TNF",NA
"205989_s_at","ENSG00000234096","protein_coding","MOG",NA
"208312_s_at","ENSG00000274107","unprocessed_pseudogene","",NA
"208312_s_at","ENSG00000281121","unprocessed_pseudogene","",NA
"209179_s_at","ENSG00000275118","protein_coding","MBOAT7",NA
"207314_x_at","ENSG00000276739","protein_coding","KIR3DL2",NA
"207313_x_at","ENSG00000276739","protein_coding","KIR3DL2",NA
"207498_s_at","ENSG00000275211","protein_coding","CYP2D6",NA
"207860_at","ENSG00000278362","protein_coding","NCR1",NA
"208894_at","ENSG00000277263","protein_coding","HLA-DRA",NA
"207860_at","ENSG00000273916","protein_coding","NCR1",NA
"207860_at","ENSG00000273506","protein_coding","NCR1",NA
"206611_at","ENSG00000274362","lncRNA","CDRT15P3",NA
"206611_at","ENSG00000274392","transcribed_unprocessed_pseudogene","",NA
"207339_s_at","ENSG00000223448","protein_coding","LTB",NA
"207205_at","ENSG00000274131","protein_coding","CEACAM4",NA
"206881_s_at","ENSG00000273884","protein_coding","LILRA3",NA
"209179_s_at","ENSG00000278519","protein_coding","MBOAT7",NA
"205890_s_at","ENSG00000237051","protein_coding","GABBR1",NA
"206199_at","ENSG00000280501","protein_coding","CEACAM7",NA
"207697_x_at","ENSG00000277751","protein_coding","LILRB2",NA
"208594_x_at","ENSG00000275539","protein_coding","LILRA6",NA
"208508_s_at","ENSG00000225550","protein_coding","OR2J2",NA
"207674_at","ENSG00000278415","protein_coding","FCAR",NA
"205943_at","ENSG00000262635","protein_coding","TDO2",NA
"208739_x_at","ENSG00000235666","processed_pseudogene","SUMO2P1",NA
